"";"dw08";"sex";"educ";"dw18";"dg10";"dw19c"
"3010";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"3011";"BEFRISTET";"MANN";"MITTLERE REIFE";"JA";"NIEDERSACHSEN";"52 BIS 103 WOCHEN"
"3012";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3013";NA;"MANN";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3014";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"3015";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3016";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3017";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN";NA
"3018";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"NIEDERSACHSEN";"4 BIS 11 WOCHEN"
"3019";NA;"FRAU";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3020";NA;"MANN";"HOCHSCHULREIFE";NA;"HESSEN";NA
"3021";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SONSTIGES LAND";NA
"3022";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"SCHLESWIG-HOLSTEIN";NA
"3023";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BRANDENBURG";NA
"3024";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3025";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN-ANHALT";"52 BIS 103 WOCHEN"
"3026";NA;"MANN";"MITTLERE REIFE";NA;"SONSTIGES LAND";NA
"3027";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"3028";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3029";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3030";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3031";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"NIEDERSACHSEN";"UNTER 4 WOCHEN"
"3032";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"3033";NA;"FRAU";"HOCHSCHULREIFE";NA;"SACHSEN-ANHALT";NA
"3034";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"SONSTIGES LAND";NA
"3035";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"3036";NA;"MANN";"HOCHSCHULREIFE";NA;"BADEN-WUERTTEMBERG";NA
"3037";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3038";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3039";NA;"FRAU";"NOCH SCHUELER";NA;"BRANDENBURG";NA
"3040";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"3041";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"3042";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"3043";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"3044";"BEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"SONSTIGES LAND";NA
"3045";NA;"MANN";"NOCH SCHUELER";NA;"BAYERN";NA
"3046";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"HAMBURG";NA
"3047";NA;"FRAU";"HOCHSCHULREIFE";NA;"MECKLENB.-VORPOMMERN";NA
"3048";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"BAYERN";"4 BIS 11 WOCHEN"
"3049";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"EHEM. BERLIN-OST";NA
"3050";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"NIEDERSACHSEN";NA
"3051";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"HAMBURG";NA
"3052";NA;"FRAU";"HOCHSCHULREIFE";NA;"NIEDERSACHSEN";NA
"3053";NA;"MANN";"HOCHSCHULREIFE";NA;"MECKLENB.-VORPOMMERN";NA
"3054";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"3055";"BEFRISTET";"MANN";"MITTLERE REIFE";"JA";"BRANDENBURG";"52 BIS 103 WOCHEN"
"3056";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"3057";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3058";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"3059";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"3060";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"THUERINGEN";"52 BIS 103 WOCHEN"
"3061";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3062";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"HESSEN";NA
"3063";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"3064";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3065";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"3066";NA;"FRAU";"HOCHSCHULREIFE";"JA";"SONSTIGES LAND";"12 BIS 25 WOCHEN"
"3067";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"3068";NA;"MANN";"MITTLERE REIFE";NA;"BAYERN";NA
"3069";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"NIEDERSACHSEN";NA
"3070";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3071";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"3072";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"HAMBURG";"26 BIS 51 WOCHEN"
"3073";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"3074";NA;"MANN";"VOLKS-,HAUPTSCHULE";"JA";"NORDRHEIN-WESTFALEN";"26 BIS 51 WOCHEN"
"3075";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"SACHSEN-ANHALT";"12 BIS 25 WOCHEN"
"3076";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN";NA
"3077";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"3078";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"NIEDERSACHSEN";"26 BIS 51 WOCHEN"
"3079";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"NORDRHEIN-WESTFALEN";"26 BIS 51 WOCHEN"
"3080";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"3081";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"3082";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"3083";NA;"MANN";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"3084";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3085";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"3086";NA;"MANN";"FACHHOCHSCHULREIFE";"NEIN";"EHEM. BERLIN-OST";NA
"3087";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3088";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"3089";NA;"MANN";"MITTLERE REIFE";NA;"SONSTIGES LAND";NA
"3090";"BEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"BRANDENBURG";"104 UND MEHR WOCHEN"
"3091";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3092";NA;"FRAU";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"3093";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3094";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"3095";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3096";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"3097";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"3098";NA;"MANN";"HOCHSCHULREIFE";NA;"SACHSEN-ANHALT";NA
"3099";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN";NA
"3100";NA;"MANN";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3101";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"HESSEN";NA
"3102";NA;"FRAU";"MITTLERE REIFE";NA;"BAYERN";NA
"3103";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN-ANHALT";"52 BIS 103 WOCHEN"
"3104";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"THUERINGEN";"52 BIS 103 WOCHEN"
"3105";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3106";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"3107";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"3108";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"3109";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"3110";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"3111";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SONSTIGES LAND";NA
"3112";NA;"FRAU";"MITTLERE REIFE";NA;"BRANDENBURG";NA
"3113";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"BAYERN";"52 BIS 103 WOCHEN"
"3114";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"3115";NA;"MANN";"HOCHSCHULREIFE";NA;"MECKLENB.-VORPOMMERN";NA
"3116";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3117";NA;"FRAU";"MITTLERE REIFE";NA;"THUERINGEN";NA
"3118";NA;"FRAU";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"3119";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3120";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"3121";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"THUERINGEN";NA
"3122";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"HESSEN";NA
"3123";NA;"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"SONSTIGES LAND";NA
"3124";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"3125";NA;"MANN";"MITTLERE REIFE";"NEIN";"EHEM. BERLIN-WEST";NA
"3126";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"SACHSEN";"12 BIS 25 WOCHEN"
"3127";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3128";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"3129";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"HAMBURG";NA
"3130";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3131";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"3132";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"3133";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"3134";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"3135";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN";"4 BIS 11 WOCHEN"
"3136";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"RHEINLAND-PFALZ";NA
"3137";NA;"FRAU";"HOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"4 BIS 11 WOCHEN"
"3138";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"3139";NA;"MANN";"HOCHSCHULREIFE";NA;"MECKLENB.-VORPOMMERN";NA
"3140";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"3141";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"3142";NA;"MANN";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"3143";NA;"FRAU";"HOCHSCHULREIFE";NA;"SACHSEN";NA
"3144";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"3145";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"3146";NA;"MANN";"HOCHSCHULREIFE";NA;"SACHSEN";NA
"3147";NA;"MANN";"HOCHSCHULREIFE";NA;"THUERINGEN";NA
"3148";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3149";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"EHEM. BERLIN-WEST";NA
"3150";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"3151";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3152";NA;"FRAU";"MITTLERE REIFE";NA;"SAARLAND";NA
"3153";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BRANDENBURG";NA
"3154";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3155";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SONSTIGES LAND";NA
"3156";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"3157";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"3158";NA;"FRAU";"MITTLERE REIFE";NA;"NIEDERSACHSEN";NA
"3159";"BEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"JA";"SCHLESWIG-HOLSTEIN";"12 BIS 25 WOCHEN"
"3160";NA;"MANN";"MITTLERE REIFE";NA;"NIEDERSACHSEN";NA
"3161";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3162";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SCHLESWIG-HOLSTEIN";NA
"3163";NA;"MANN";"HOCHSCHULREIFE";NA;"THUERINGEN";NA
"3164";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"3165";NA;"FRAU";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"3166";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3167";"BEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"NORDRHEIN-WESTFALEN";"104 UND MEHR WOCHEN"
"3168";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"3169";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"3170";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3171";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"3172";NA;"MANN";"NOCH SCHUELER";NA;"THUERINGEN";NA
"3173";NA;"MANN";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"3174";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"RHEINLAND-PFALZ";NA
"3175";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SONSTIGES LAND";NA
"3176";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3177";NA;"MANN";"MITTLERE REIFE";"NEIN";"SONSTIGES LAND";NA
"3178";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"EHEM. BERLIN-WEST";NA
"3179";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"3180";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"3181";NA;"FRAU";"MITTLERE REIFE";NA;"BRANDENBURG";NA
"3182";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"3183";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"3184";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"3185";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"3186";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3187";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"MECKLENB.-VORPOMMERN";NA
"3188";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SONSTIGES LAND";NA
"3189";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"3190";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"RHEINLAND-PFALZ";NA
"3191";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"3192";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3193";NA;"FRAU";"MITTLERE REIFE";NA;"HESSEN";NA
"3194";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"3195";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"EHEM. BERLIN-WEST";"4 BIS 11 WOCHEN"
"3196";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN";"4 BIS 11 WOCHEN"
"3197";NA;"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"3198";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"HAMBURG";NA
"3199";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"3200";NA;"MANN";"OHNE ABSCHLUSS";NA;"NORDRHEIN-WESTFALEN";NA
"3201";"BEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"3202";NA;"FRAU";"HOCHSCHULREIFE";NA;"SACHSEN";NA
"3203";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"SONSTIGES LAND";"104 UND MEHR WOCHEN"
"3204";NA;"MANN";"MITTLERE REIFE";"NEIN";"SONSTIGES LAND";NA
"3205";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"RHEINLAND-PFALZ";NA
"3206";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"3207";NA;"FRAU";"MITTLERE REIFE";NA;"BRANDENBURG";NA
"3208";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"3209";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"JA";"BADEN-WUERTTEMBERG";"104 UND MEHR WOCHEN"
"3210";NA;"FRAU";"NOCH SCHUELER";NA;"NIEDERSACHSEN";NA
"3211";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"RHEINLAND-PFALZ";"52 BIS 103 WOCHEN"
"3212";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3213";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3214";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3215";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"3216";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3217";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"THUERINGEN";"26 BIS 51 WOCHEN"
"3218";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3219";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"RHEINLAND-PFALZ";NA
"3220";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"3221";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"SCHLESWIG-HOLSTEIN";NA
"3222";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"3223";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"NIEDERSACHSEN";NA
"3224";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"SONSTIGES LAND";"4 BIS 11 WOCHEN"
"3225";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"HESSEN";NA
"3226";NA;"FRAU";"HOCHSCHULREIFE";NA;NA;NA
"3227";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3228";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"3229";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"SAARLAND";NA
"3230";NA;"FRAU";"MITTLERE REIFE";NA;"SONSTIGES LAND";NA
"3231";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"3232";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SCHLESWIG-HOLSTEIN";NA
"3233";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3234";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3235";NA;"FRAU";"HOCHSCHULREIFE";NA;"BAYERN";NA
"3236";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"3237";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"3238";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3239";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"3240";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"BRANDENBURG";NA
"3241";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN";NA
"3242";NA;"MANN";"HOCHSCHULREIFE";NA;"HESSEN";NA
"3243";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"3244";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"3245";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3246";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN";NA
"3247";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"3248";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"3249";NA;"FRAU";"MITTLERE REIFE";NA;"BADEN-WUERTTEMBERG";NA
"3250";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"3251";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"3252";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"RHEINLAND-PFALZ";"104 UND MEHR WOCHEN"
"3253";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"3254";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"3255";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SONSTIGES LAND";NA
"3256";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"3257";NA;"FRAU";"MITTLERE REIFE";NA;"SCHLESWIG-HOLSTEIN";NA
"3258";NA;"FRAU";"MITTLERE REIFE";NA;"SCHLESWIG-HOLSTEIN";NA
"3259";NA;"MANN";"MITTLERE REIFE";NA;"BADEN-WUERTTEMBERG";NA
"3260";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"3261";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"3262";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"3263";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"3264";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SONSTIGES LAND";NA
"3265";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"3266";NA;"FRAU";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"3267";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"FRUEHERE DT.OSTGEB.";NA
"3268";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"HAMBURG";NA
"3269";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"3270";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"3271";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"12 BIS 25 WOCHEN"
